student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,productivity_score,productivity_label
S1707,24,Male,5.2,1.4,3.6,No,98.6,5.7,Good,4,Bachelor,Average,6,No,92,57.28,High
S1708,24,Male,1.9,3.1,2,No,92.6,5.3,Good,4,None,Poor,6,No,53.2,32.68,Low
S1709,24,Other,2.9,4,2.9,No,67.6,8.7,Poor,4,High School,Good,5,Yes,56.4,35,Medium
S1710,23,Male,1.8,1.7,0.3,No,78.9,7.2,Fair,5,High School,Good,1,No,58.1,35.58,Medium
S1711,18,Male,3.2,3.1,2,No,100,5.4,Good,4,High School,Average,7,No,70.9,43.82,Medium
S1712,17,Male,3,0,0.6,Yes,99.5,7.8,Fair,4,Bachelor,Average,10,No,98.7,60.42,High
S1713,20,Female,4.7,1.8,0.2,Yes,94.4,6.7,Fair,1,Bachelor,Good,8,No,83.3,51.86,Medium
S1714,24,Female,5.5,2.5,1,No,83.2,6.8,Fair,0,Bachelor,Good,1,Yes,80.6,50.56,Medium
S1715,24,Male,5.6,1.4,3.1,No,85.8,6.1,Good,0,Master,Good,10,No,91.3,57.02,High
S1716,19,Male,2.7,1.4,2.8,No,83.7,5.6,Good,2,High School,Average,7,Yes,63.5,39.18,Medium
S1717,20,Female,3.2,1.7,2.1,Yes,96.3,6.9,Good,1,Master,Average,4,Yes,66.3,41.06,Medium
S1718,24,Female,1,2.9,0.1,No,76.2,5.8,Poor,4,Bachelor,Good,6,No,49.9,30.34,Low
S1719,20,Male,2.3,2.3,1.6,Yes,76.9,8.7,Fair,0,High School,Good,9,No,68.9,42.26,Medium
S1720,18,Female,4.9,0,2.1,Yes,95.1,5,Good,3,Bachelor,Average,5,No,94.2,58.48,High
S1721,19,Male,5.9,0,2,Yes,84.6,8.3,Poor,3,High School,Good,8,No,100,62.36,High
S1722,20,Male,1.6,1.8,0,No,98.8,6.4,Good,3,Bachelor,Good,5,No,58.6,35.8,Medium
S1723,17,Female,2.6,3,0.8,No,78.3,6.9,Good,4,Bachelor,Average,2,No,53.2,32.96,Low
S1724,17,Male,3.5,0,1.7,No,84.5,7.5,Poor,4,High School,Average,4,Yes,70.5,43.7,Medium
S1725,21,Female,3.9,1.9,2.4,No,75.8,5.7,Good,2,Bachelor,Average,2,No,64,39.96,Medium
S1726,19,Male,2.3,1.9,0,Yes,85.1,7.5,Fair,6,Bachelor,Poor,7,Yes,77.4,47.36,Medium
S1727,19,Male,4.1,4.2,1.6,No,70.2,3.3,Good,2,High School,Good,7,No,57.4,36.08,Medium
S1728,21,Other,2.8,2,2,No,80.1,5.6,Fair,2,None,Average,3,Yes,59.9,37.06,Medium
S1729,20,Male,3.5,3,2.7,No,70.6,5.4,Fair,5,High School,Good,7,No,66.7,41.42,Medium
S1730,19,Female,4.3,2.7,2.6,Yes,91.9,5,Good,3,Bachelor,Good,1,No,58.4,36.76,Medium
S1731,17,Male,3.5,0,2.4,No,92.2,6.2,Good,4,Master,Poor,1,No,63.6,39.56,Medium
S1732,17,Male,2.8,3.4,0.9,No,67.7,7,Poor,3,Master,Average,9,No,62.6,38.68,Medium
S1733,24,Male,3.3,2.8,0,No,98.3,7.3,Fair,2,Bachelor,Good,6,No,70.6,43.68,Medium
S1734,18,Female,3.4,3.1,1.4,No,100,6.8,Poor,4,Bachelor,Good,5,No,75.2,46.48,Medium
S1735,19,Male,2.9,7.2,2.9,Yes,85.5,5.7,Fair,1,High School,Good,6,No,50.1,31.22,Low
S1736,20,Female,3.1,0,3.3,No,78.6,6.9,Fair,0,Bachelor,Average,6,No,72.8,44.92,Medium
S1737,21,Male,5.9,4.6,2.6,Yes,100,6.6,Fair,0,High School,Average,1,Yes,72.7,45.98,Medium
S1738,21,Other,4.3,2.2,2.3,No,71.8,7.6,Fair,2,High School,Good,5,Yes,76,47.32,Medium
S1739,20,Male,3.1,2.8,2.2,No,85.2,7.4,Poor,6,Bachelor,Good,9,Yes,74.1,45.7,Medium
S1740,23,Female,4.5,2.4,1.2,Yes,86.8,6.5,Poor,3,None,Average,4,Yes,79,49.2,Medium
S1741,22,Female,3,2,1.7,No,98.5,5.4,Poor,1,Bachelor,Good,3,No,51.3,31.98,Low
S1742,18,Female,5.3,1.8,3.6,No,88.6,5.7,Fair,4,Bachelor,Average,1,Yes,71,44.72,Medium
S1743,21,Female,4.1,2.9,0.8,Yes,80,5.8,Good,6,High School,Good,2,Yes,76.4,47.48,Medium
S1744,19,Female,3.3,0.7,3.6,No,75.5,6.1,Poor,3,High School,Good,3,Yes,52.6,32.88,Low
S1745,18,Female,4.2,3.4,1.4,No,81.6,6.8,Good,2,Master,Average,4,No,74,46.08,Medium
S1746,19,Male,1.1,2,3.3,No,74.9,7.4,Good,3,Bachelor,Good,7,No,42.6,26,Low
S1747,23,Male,1.8,1.1,0.3,No,85.5,6.4,Good,2,High School,Average,6,No,49.8,30.6,Low
S1748,17,Female,1.7,2,2.4,No,79.4,6.5,Good,5,High School,Average,8,No,45.7,28.1,Low
S1749,18,Female,3.7,4,1,No,70.1,6.7,Good,0,Bachelor,Poor,9,Yes,77.2,47.8,Medium
S1750,24,Female,6.1,1.9,0.2,No,97.6,5.9,Poor,6,Bachelor,Poor,6,No,98.5,61.54,High
S1751,21,Female,6.8,2.9,2,No,80,5.4,Fair,0,High School,Average,7,No,96.2,60.44,High
S1752,18,Male,4.5,1.6,2.9,Yes,72.3,4.4,Good,3,High School,Good,4,Yes,71.3,44.58,Medium
S1753,18,Male,4.3,3.4,0.9,No,83.3,5.7,Fair,1,Master,Good,2,No,59.2,37.24,Medium
S1754,18,Female,0.8,3.3,0.2,No,85.7,7.1,Good,4,Bachelor,Poor,9,No,51.8,31.4,Low
S1755,22,Male,2.7,4.7,1.7,Yes,67.5,5.7,Poor,2,Master,Good,9,No,59.3,36.66,Medium
S1756,18,Male,2.3,2.3,1.7,No,88.3,6.2,Good,4,Bachelor,Good,4,No,58.5,36.02,Medium
S1757,19,Female,2.6,3.3,2.4,No,74.5,7.1,Fair,0,Master,Good,3,Yes,44.5,27.74,Low
S1758,17,Male,3.2,2.6,2.8,No,100,7.1,Fair,1,High School,Good,10,Yes,75.4,46.52,Medium
S1759,23,Female,2.8,4.1,1.7,Yes,90.2,5.2,Fair,1,Bachelor,Average,6,Yes,54.9,34.06,Low
S1760,20,Male,0.5,1.6,3.8,Yes,81,7.7,Good,4,None,Average,3,Yes,30.2,18.32,Low
S1761,18,Female,4.6,3.4,2,No,77.5,7.9,Good,0,Bachelor,Good,1,Yes,71.8,44.92,Medium
S1762,21,Male,1.9,2.3,1.4,No,84,5.1,Fair,4,High School,Poor,4,No,51.8,31.84,Low
S1763,18,Male,3.9,2.4,0,Yes,91.1,5.5,Good,3,High School,Poor,1,Yes,59.5,37.26,Medium
S1764,21,Male,6.6,2.6,1.5,No,84.7,7.9,Fair,1,Master,Poor,2,No,96.6,60.6,High
S1765,19,Male,2.1,2.8,1.4,Yes,82.8,6.3,Poor,1,Master,Average,3,No,44.1,27.3,Low
S1766,21,Male,0,2.4,2.9,No,85.6,3.8,Poor,3,None,Average,8,No,30.5,18.3,Low
S1767,24,Male,3.1,2.8,2.3,No,79,4.8,Poor,0,Bachelor,Average,10,No,63.7,39.46,Medium
S1768,20,Female,5.2,4.4,0.5,No,81.6,6.2,Fair,1,High School,Poor,4,No,74,46.48,Medium
S1769,17,Male,6.4,3.7,2,No,64.1,5.1,Fair,6,High School,Good,4,No,98.8,61.84,High
S1770,21,Female,1.7,3.5,2.5,No,94.7,6,Good,5,Bachelor,Good,10,No,53,32.48,Low
S1771,21,Female,4.2,2,3.5,No,88,6.5,Good,5,High School,Average,9,No,84.6,52.44,Medium
S1772,17,Female,2.8,1.4,2.8,No,77.3,8.3,Poor,5,Master,Poor,7,No,73,44.92,Medium
S1773,20,Male,3.3,3.6,2.6,No,100,6.2,Fair,2,High School,Poor,2,Yes,57.1,35.58,Medium
S1774,18,Female,7.5,3.6,1.9,Yes,85.9,7.8,Fair,6,Bachelor,Average,3,No,100,63,High
S1775,21,Male,1.2,4.3,2.2,No,74.6,8.2,Fair,2,Bachelor,Average,4,No,36.2,22.2,Low
S1776,17,Male,3.9,1.8,3.2,No,93.6,8.2,Poor,0,High School,Average,4,No,65.6,40.92,Medium
S1777,24,Other,4.2,2.2,0.3,Yes,89,6.8,Poor,3,High School,Good,10,Yes,87.5,54.18,Medium
S1778,24,Male,5.1,0.5,1.4,No,88.9,4.1,Good,4,Bachelor,Average,8,No,100,62.04,High
S1779,19,Female,3.6,2,1,Yes,80.7,7.1,Good,6,Bachelor,Average,10,No,85.6,52.8,Medium
S1780,17,Female,4,3.7,2.2,No,89.5,7.8,Poor,0,High School,Average,10,Yes,89.4,55.24,High
S1781,19,Female,2.9,1.9,3.2,No,82.4,6.4,Fair,4,Bachelor,Good,6,No,66.9,41.3,Medium
S1782,24,Female,3.9,3.3,1.1,Yes,90.6,8.6,Fair,0,None,Good,3,No,56,35.16,Medium
S1783,20,Male,3,2.3,0,No,66,7.5,Good,2,High School,Good,9,No,77.9,47.94,Medium
S1784,18,Male,4.4,2.9,1.3,No,80.7,7.2,Fair,5,High School,Good,10,No,91.3,56.54,High
S1785,17,Female,2.9,1.1,2.8,No,100,7.8,Poor,3,None,Average,8,No,68.4,42.2,Medium
S1786,23,Male,4.1,2.6,2.4,No,77.3,6.9,Good,2,Bachelor,Average,9,No,85.3,52.82,Medium
S1787,24,Male,3.5,0,2.3,No,79,3.5,Fair,3,Bachelor,Good,5,Yes,64.4,40.04,Medium
S1788,24,Male,5.2,2.3,1.5,No,80.5,5.9,Fair,6,Master,Poor,3,No,82.8,51.76,Medium
S1789,23,Male,3.4,0.5,0.4,No,72.9,7.9,Fair,4,Bachelor,Good,4,No,78,48.16,Medium
S1790,22,Male,0.8,3.9,2.4,No,62.9,5.5,Fair,0,Master,Good,5,No,31.5,19.22,Low
S1791,24,Male,5.4,3.4,0.9,No,82.7,6.2,Fair,1,Bachelor,Good,9,No,92.3,57.54,High
S1792,21,Female,2.1,3.1,4.2,No,86.4,5.2,Fair,1,Bachelor,Poor,9,Yes,50.1,30.9,Low
S1793,20,Female,2.5,4.3,2.4,No,84.5,8.6,Fair,3,Master,Good,3,No,49.4,30.64,Low
S1794,17,Female,2.6,1.4,1.2,No,83.6,8.5,Poor,5,Bachelor,Average,7,No,80.3,49.22,Medium
S1795,23,Male,5.6,4.6,1.1,No,85.4,5.4,Good,5,None,Poor,6,Yes,89.7,56.06,High
S1796,21,Male,0.3,3.6,1.7,No,95.2,6.7,Poor,3,Bachelor,Average,4,Yes,33.6,20.28,Low
S1797,23,Male,8.2,2.2,1.5,No,83.1,5.7,Poor,2,Master,Good,5,Yes,100,63.28,High
S1798,17,Female,5.1,3.9,3,No,79.3,7.2,Good,1,Bachelor,Average,10,No,90.6,56.4,High
S1799,19,Female,3.8,1.2,2,No,82.2,7.1,Good,2,Bachelor,Average,2,Yes,66.3,41.3,Medium
S1800,17,Male,3.4,1.5,1,No,90.8,7.5,Good,4,Bachelor,Poor,7,Yes,86.1,53.02,Medium
S1801,22,Female,3.9,1.8,3.9,No,99.1,6.9,Fair,1,Master,Good,4,No,65.5,40.86,Medium
S1802,17,Male,4.3,1.9,1.9,No,78.7,10,Fair,4,None,Good,2,No,82.9,51.46,Medium
S1803,17,Female,4.5,1.2,2.6,No,86,5.3,Good,0,Bachelor,Good,6,Yes,76.3,47.58,Medium
S1804,22,Female,4.3,4,1.1,Yes,88.4,4.4,Good,2,High School,Average,2,Yes,59,37.12,Medium
S1805,20,Female,3.6,2.2,2.2,No,75.1,6,Fair,3,Bachelor,Average,10,Yes,76.1,47.1,Medium
S1806,24,Female,3.2,2.9,2.1,No,85.2,4.6,Good,1,Bachelor,Good,2,Yes,40.3,25.46,Low
S1807,17,Female,3.3,1.8,0,No,70.3,4.7,Poor,2,High School,Average,7,Yes,65.2,40.44,Medium
S1808,22,Male,3.2,0.3,4,Yes,67.3,5.3,Good,3,High School,Good,1,No,43.9,27.62,Low
S1809,21,Female,5.2,2.8,3.2,No,88.7,5.4,Good,0,Bachelor,Good,7,Yes,89.5,55.78,High
S1810,19,Male,4.4,0.2,1.4,No,81.2,5.4,Good,1,High School,Average,10,No,80.7,50.18,Medium
S1811,19,Female,0,2.4,0.6,Yes,87,7.1,Good,4,High School,Average,5,No,53,31.8,Low
S1812,17,Female,4.5,0.9,2.2,No,84.8,5.9,Good,0,Bachelor,Good,1,No,70.6,44.16,Medium
S1813,20,Female,3.8,4.9,1.9,No,75.2,6.3,Poor,5,High School,Average,6,No,65.5,40.82,Medium
S1814,20,Male,3.5,3.6,2.2,No,84.5,7.6,Fair,3,High School,Average,7,No,75.1,46.46,Medium
S1815,21,Female,2.9,2.6,2,No,72.7,5.6,Poor,1,Master,Good,1,No,43.5,27.26,Low
S1816,17,Female,5.2,4,2.4,No,98.9,6.2,Fair,1,High School,Average,9,No,80.6,50.44,Medium
S1817,19,Female,4.9,1.5,3.4,No,71.4,6.9,Good,6,High School,Good,7,Yes,88.2,54.88,Medium
S1818,20,Male,2.3,3.2,2.4,No,83,4.2,Fair,6,Bachelor,Poor,1,Yes,48.5,30.02,Low
S1819,17,Male,4.1,2.7,0.6,No,74.6,3.6,Fair,0,Bachelor,Good,3,No,67.3,42.02,Medium
S1820,23,Male,2,2.8,3.3,No,90.7,6.9,Fair,1,Master,Poor,5,No,50.7,31.22,Low
S1821,20,Male,1.4,4,3.6,No,81.7,7.1,Good,3,Master,Poor,4,No,35.4,21.8,Low
S1822,22,Female,2.6,3.4,5.3,No,79.8,9,Poor,0,Bachelor,Good,2,No,49.1,30.5,Low
S1823,23,Male,4.8,2.8,0.6,No,93.5,6.7,Fair,4,High School,Good,1,No,85.4,53.16,Medium
S1824,24,Other,4.9,0.5,2.1,No,85.3,7.5,Poor,0,None,Average,4,No,83.9,52.3,Medium
S1825,20,Male,4.3,1.3,0,Yes,90.2,6.3,Good,0,High School,Average,7,No,90.4,55.96,High
S1826,19,Male,4.6,2.4,2.4,No,75.2,6.9,Poor,4,High School,Good,4,No,87.8,54.52,Medium
S1827,18,Female,4.3,2.6,1.2,No,71,8.5,Good,5,Bachelor,Average,9,No,87.5,54.22,Medium
S1828,23,Female,2.5,1.1,3.9,No,86.1,4,Fair,6,Bachelor,Good,8,No,58.2,35.92,Medium
S1829,24,Female,4.1,5.4,0.9,No,81.8,7,Poor,3,None,Good,8,Yes,73.2,45.56,Medium
S1830,21,Female,4.7,4.3,0,No,91.3,9.1,Good,5,Bachelor,Good,5,No,83.5,51.98,Medium
S1831,21,Female,4.6,3.2,1.3,No,84.2,6.8,Poor,5,High School,Average,1,Yes,77.6,48.4,Medium
S1832,19,Male,5.3,2.6,0,Yes,87.1,8.5,Fair,5,High School,Average,9,Yes,98.4,61.16,High
S1833,20,Other,4.6,2.2,2.6,No,68.8,5.7,Poor,6,Bachelor,Good,2,No,78.5,48.94,Medium
S1834,17,Other,4,1.4,0,Yes,100,6.5,Fair,2,High School,Poor,6,Yes,81.1,50.26,Medium
S1835,20,Female,5.1,2.6,1.8,No,83.4,6.5,Fair,6,High School,Average,10,No,100,62.04,High
S1836,19,Male,3.5,2.8,0,No,92,3.8,Fair,5,None,Poor,5,Yes,58.7,36.62,Medium
S1837,21,Female,2.2,1,1.4,No,76.6,5.1,Poor,2,High School,Poor,10,No,62.6,38.44,Medium
S1838,20,Male,3.3,2.9,3.6,No,88.1,5.2,Fair,4,Bachelor,Average,8,Yes,60.3,37.5,Medium
S1839,21,Male,2.4,2.3,2.2,No,72,7.5,Good,6,Master,Average,3,No,63.9,39.3,Medium
S1840,23,Male,2.5,0.2,0.9,Yes,89.5,7.5,Good,3,High School,Good,6,Yes,80,49,Medium
S1841,24,Male,3.3,1.5,1.8,Yes,81.4,6.9,Fair,5,High School,Average,6,No,62.6,38.88,Medium
S1842,17,Female,2.3,2,1.8,No,85.3,7.5,Fair,1,Bachelor,Average,10,No,71.4,43.76,Medium
S1843,23,Female,3,4.8,2.3,Yes,92,6.3,Fair,4,Master,Poor,3,No,60.6,37.56,Medium
S1844,21,Female,0.7,3.2,0.3,Yes,72.7,7.9,Fair,2,High School,Good,7,Yes,47.2,28.6,Low
S1845,21,Male,3.8,0.9,2.5,No,78.2,6.5,Poor,6,High School,Average,4,Yes,78.1,48.38,Medium
S1846,18,Male,3.5,3.1,0,No,89.6,6.6,Fair,3,Bachelor,Good,5,Yes,75.5,46.7,Medium
S1847,18,Male,2.3,0.6,1.1,No,100,6.2,Fair,0,Bachelor,Good,9,No,73.5,45.02,Medium
S1848,23,Other,4.5,3.8,1.3,No,83.6,7.3,Fair,3,High School,Poor,6,No,74.6,46.56,Medium
S1849,22,Male,4.9,1.9,2.5,No,90.9,6,Fair,3,Bachelor,Average,10,No,98.7,61.18,High
S1850,23,Female,1.1,2.4,1.8,No,83.9,7.7,Good,5,High School,Average,4,Yes,49.2,29.96,Low
S1851,18,Female,2.4,4.1,0.3,No,100,5.1,Poor,5,Bachelor,Good,8,No,67.4,41.4,Medium
S1852,21,Male,2.3,1,0.7,No,67.5,5.2,Good,6,Bachelor,Good,9,No,72.5,44.42,Medium
S1853,19,Female,2.1,0.8,2,No,85.9,7.3,Good,6,Master,Good,10,Yes,68.4,41.88,Medium
S1854,23,Female,4.7,1.8,1.7,No,68.7,6.4,Fair,2,High School,Average,5,No,70,43.88,Medium
S1855,21,Female,3.2,3.7,1.2,No,59.9,6,Fair,6,High School,Good,2,No,56.1,34.94,Low
S1856,19,Female,3.1,0.7,1.3,Yes,88,7.6,Fair,2,High School,Poor,6,Yes,81.5,50.14,Medium
S1857,19,Male,0.5,0,2.6,Yes,86.4,5.8,Poor,5,Master,Poor,8,Yes,45,27.2,Low
S1858,18,Male,4.5,2,1.2,Yes,82.2,6.3,Fair,5,High School,Good,5,Yes,84.4,52.44,Medium
S1859,23,Female,1.6,3.2,1.7,No,83.9,8.2,Good,1,High School,Good,1,No,36.8,22.72,Low
S1860,20,Female,3.6,3.9,4.2,No,100,8.3,Poor,1,High School,Poor,8,Yes,65.6,40.8,Medium
S1861,17,Male,3.9,1.9,0.2,No,82.4,8.4,Fair,4,Bachelor,Poor,9,Yes,93.5,57.66,High
S1862,18,Female,5.5,2,0,No,90.1,6.2,Good,5,High School,Poor,1,No,93.7,58.42,High
S1863,18,Female,1.5,3.9,2.7,No,78.5,8,Good,0,High School,Poor,8,Yes,42.3,25.98,Low
S1864,20,Female,0,0.3,1.1,Yes,88,5.4,Fair,1,High School,Average,10,Yes,53.3,31.98,Low
S1865,17,Male,3.8,2,1.4,No,82.6,5.4,Good,2,Master,Good,2,No,65.9,41.06,Medium
S1866,21,Female,6.2,2.7,0.9,No,80.9,3.7,Fair,3,Bachelor,Good,4,Yes,87.9,55.22,High
S1867,22,Female,5.4,3,1.5,No,100,8.5,Poor,6,Bachelor,Good,2,No,94.5,58.86,High
S1868,23,Male,3.8,1.9,3.6,No,96.8,5.5,Fair,6,Master,Good,2,No,77.8,48.2,Medium
S1869,22,Male,2.8,2.5,2.7,Yes,86.4,6.3,Fair,4,Master,Average,10,No,74.6,45.88,Medium
S1870,21,Other,4.7,0,2.7,Yes,62,5.4,Good,1,High School,Good,3,No,67.5,42.38,Medium
S1871,24,Male,2,1.7,0.2,Yes,81.4,7.3,Poor,3,Master,Good,8,Yes,66.5,40.7,Medium
S1872,18,Female,4.2,3,0.5,No,100,6,Fair,3,None,Average,4,No,78.4,48.72,Medium
S1873,17,Female,4.3,1.3,0,No,82.7,4.9,Fair,1,High School,Good,7,No,84.9,52.66,Medium
S1874,18,Male,5.1,2.6,0.9,No,96,7,Fair,0,Master,Average,10,No,96.6,60,High
S1875,19,Female,7.6,3,2.9,No,99.4,4.8,Poor,0,High School,Good,3,No,100,63.04,High
S1876,18,Male,4.1,2.1,2.4,No,87.2,5.5,Fair,4,High School,Good,10,No,83.1,51.5,Medium
S1877,18,Female,2.7,2.7,1.6,No,76.6,4,Good,0,High School,Average,3,No,36.9,23.22,Low
S1878,21,Male,3.5,1.3,1.8,Yes,60.6,4.8,Fair,4,Bachelor,Good,2,No,60,37.4,Medium
S1879,21,Female,0.8,2.3,1,No,91.8,6.7,Fair,2,High School,Poor,6,No,44.3,26.9,Low
S1880,21,Male,2.5,3.2,2,No,76.9,4.1,Fair,1,Bachelor,Good,6,No,41.6,25.96,Low
S1881,22,Male,2.9,2.7,2.6,Yes,86.8,4.7,Fair,3,Master,Average,1,No,45.5,28.46,Low
S1882,19,Other,2.7,1.8,0,No,72.5,6.5,Fair,4,Bachelor,Poor,7,No,68.2,42,Medium
S1883,24,Male,3.7,2.8,2.1,No,82.3,5.8,Good,6,High School,Average,4,No,75.5,46.78,Medium
S1884,24,Female,2.3,3.4,2.8,No,85.3,8.9,Good,0,Master,Good,3,No,40.9,25.46,Low
S1885,21,Male,5.2,0,1.3,No,87.7,8.7,Fair,6,High School,Poor,8,No,100,62.08,High
S1886,17,Female,3.5,3.9,2.6,No,73.9,5.5,Fair,4,High School,Good,2,Yes,65.6,40.76,Medium
S1887,22,Male,3.5,2.1,4.9,No,97,7.2,Good,5,None,Poor,9,No,75.9,46.94,Medium
S1888,20,Other,3,3,1.7,Yes,79,7.4,Fair,4,Bachelor,Good,8,Yes,69.8,43.08,Medium
S1889,17,Male,3.7,3.9,2.2,Yes,68.3,5.8,Fair,0,High School,Good,8,No,66.6,41.44,Medium
S1890,23,Male,4.7,0.9,1,Yes,83.9,4.7,Fair,5,High School,Average,3,No,84.5,52.58,Medium
S1891,23,Male,2.2,1.6,2,Yes,85.3,6.5,Good,5,High School,Average,4,Yes,65.6,40.24,Medium
S1892,17,Male,2.5,2.2,2.3,No,86.6,6.3,Fair,0,High School,Good,2,No,46.8,29.08,Low
S1893,21,Female,3,1.6,2,No,98.6,6,Good,5,Bachelor,Good,2,No,67.7,41.82,Medium
S1894,20,Male,1.5,4.6,0.7,Yes,82.6,7,Good,1,Bachelor,Good,4,Yes,45.4,27.84,Low
S1895,20,Female,2.3,1.5,2,No,83.8,5.6,Fair,3,Bachelor,Average,6,No,57,35.12,Medium
S1896,22,Male,2.8,1.8,3.4,Yes,74,5.1,Good,6,High School,Average,5,No,58.4,36.16,Medium
S1897,20,Male,4.8,2.7,2.3,No,93.2,6.6,Good,1,High School,Good,1,Yes,70.8,44.4,Medium
S1898,23,Female,3.9,1.1,2.9,No,86.8,7,Fair,1,Master,Average,10,No,75.7,46.98,Medium
S1899,19,Female,3.8,2,1.5,No,80.8,5.1,Poor,0,None,Average,1,No,55.7,34.94,Low
S1900,21,Male,4.8,2.9,2.6,No,66,7.6,Poor,0,Master,Average,6,Yes,82.1,51.18,Medium
S1901,20,Male,3.3,2.1,2.1,No,99.4,4.4,Fair,6,High School,Good,3,Yes,71.4,44.16,Medium
S1902,22,Male,4.1,2.4,0.8,No,72.7,5.8,Fair,3,Master,Good,3,No,66.7,41.66,Medium
S1903,23,Female,3.3,1.9,2.2,No,79.1,6.2,Fair,4,High School,Average,7,No,70.9,43.86,Medium
S1904,19,Female,3.9,0.7,0.7,Yes,88.6,5.7,Poor,1,High School,Poor,1,Yes,73,45.36,Medium
S1905,18,Male,2.6,2.9,1.1,Yes,73,5.8,Good,5,Bachelor,Poor,1,Yes,53.9,33.38,Low
S1906,18,Female,0,4.6,2,Yes,70.1,8.7,Fair,3,Bachelor,Average,10,No,43.4,26.04,Low
S1907,19,Female,3.3,2.5,2.1,No,63.8,5.5,Fair,1,High School,Average,3,No,55.4,34.56,Low
S1908,23,Female,5.6,2.8,0.5,Yes,92.2,9.4,Fair,4,Bachelor,Good,8,No,100,62.24,High
S1909,22,Female,4.9,3.3,3,No,79.5,7,Fair,5,Bachelor,Average,1,No,71.8,45.04,Medium
S1910,19,Male,4.9,1,2.4,No,100,6.6,Fair,1,None,Average,10,No,89.2,55.48,High
S1911,21,Male,5.4,4.5,1,No,75.1,7.1,Fair,2,None,Good,4,No,83.9,52.5,Medium
S1912,21,Male,3.6,2.7,0.1,No,75.8,9.5,Poor,6,High School,Average,9,No,89.1,54.9,Medium
S1913,18,Male,3.8,4.5,1.6,Yes,79.3,5.3,Good,3,High School,Good,4,No,53.5,33.62,Low
S1914,20,Female,2.6,1.6,1.3,Yes,87.4,5.2,Good,6,Bachelor,Poor,10,No,72.9,44.78,Medium
S1915,22,Female,3,4.7,1.9,No,80.3,5.6,Fair,0,High School,Average,8,No,61,37.8,Medium
S1916,18,Male,4.4,3.4,1.4,No,91.1,6.5,Good,1,High School,Good,7,No,69.1,43.22,Medium
S1917,20,Male,5.3,3.2,0,No,75.2,4.4,Good,5,High School,Good,3,No,77.2,48.44,Medium
S1918,20,Male,3.3,2.8,1.4,Yes,71.2,6.5,Poor,5,Bachelor,Average,7,No,71.9,44.46,Medium
S1919,24,Female,2.8,2.2,1.5,No,67,8.5,Good,3,High School,Good,7,Yes,74.7,45.94,Medium
S1920,21,Male,3.5,3.9,2.5,Yes,62.8,6.7,Good,3,None,Good,10,No,74.5,46.1,Medium
S1921,23,Female,4.4,2.7,1,No,79.8,6.1,Fair,6,None,Average,3,No,85.4,53,Medium
S1922,17,Male,1.3,0.1,3.6,No,82,5.8,Poor,5,Master,Average,2,Yes,44.3,27.1,Low
S1923,23,Male,0.1,1.2,0,No,78.7,7.6,Poor,5,High School,Good,9,No,53.4,32.08,Low
S1924,17,Other,2.7,2.3,3.2,Yes,97.4,5.5,Poor,5,Bachelor,Average,1,Yes,57.4,35.52,Medium
S1925,19,Other,1.7,2.9,1.6,Yes,97.3,8.7,Good,1,None,Good,7,No,53.6,32.84,Low
S1926,21,Male,2.7,2.4,2.7,No,81.7,8.8,Fair,5,High School,Good,4,Yes,58.8,36.36,Medium
S1927,20,Female,3.3,4,1.9,No,67.1,6.8,Good,0,Bachelor,Good,2,No,43.5,27.42,Low
S1928,22,Female,2.8,0.2,3.1,No,79.3,6.5,Good,5,High School,Average,2,No,65.6,40.48,Medium
S1929,17,Female,5.7,2.7,1.4,No,79,7.7,Good,0,Master,Average,8,Yes,89.8,56.16,High
S1930,23,Male,4,0.3,0.6,No,78.4,7.8,Good,1,Master,Good,7,No,89.5,55.3,High
S1931,20,Female,4,3.4,3.4,Yes,78,5.5,Poor,3,Bachelor,Average,7,Yes,68.8,42.88,Medium
S1932,17,Female,4.4,2.4,1.7,No,78.5,5.9,Fair,0,Bachelor,Average,5,No,76.8,47.84,Medium
S1933,17,Female,1.8,3,2,No,81.1,4.9,Good,1,High School,Average,10,No,47.5,29.22,Low
S1934,24,Male,5.1,1.5,3.2,No,78.6,7,Poor,5,High School,Poor,8,Yes,89.3,55.62,High
S1935,17,Male,3.4,4,0.7,Yes,87.1,7.3,Poor,1,Master,Good,2,No,62,38.56,Medium
S1936,22,Male,4.5,3.8,2.5,No,88.6,4.9,Good,5,Bachelor,Average,2,Yes,66.1,41.46,Medium
S1937,21,Female,1.9,3.2,1.2,No,75.9,6,Good,6,Bachelor,Good,5,No,41.7,25.78,Low
S1938,22,Male,1.2,2.3,1.7,No,97.7,4.9,Fair,1,High School,Poor,1,No,28,17.28,Low
S1939,18,Female,4.7,3.2,1.9,No,75.2,5.4,Good,3,None,Good,6,No,71,44.48,Medium
S1940,20,Other,4.1,1.7,0.1,Yes,68.8,7.2,Good,0,Master,Average,4,No,67.5,42.14,Medium
S1941,21,Male,2.1,3.5,0.9,No,88.8,5.6,Fair,6,High School,Good,6,No,63.4,38.88,Medium
S1942,24,Female,2.2,4.5,3.3,No,76.8,6.1,Poor,3,High School,Good,7,No,50.2,31,Low
